RepRapFirmware height map file v2 generated at 2026-02-03 15:40, min error 0.507, max error 0.604, mean 0.564, deviation 0.027
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,132.14,200.45,144.92,207.76,-1.00,17.07,15.71,5,5
  0.507,  0.554,  0.567,  0.584,  0.567
  0.513,  0.551,  0.579,  0.589,  0.579
  0.521,  0.562,  0.579,  0.601,  0.576
  0.516,  0.556,  0.574,  0.585,  0.584
  0.530,  0.572,  0.581,  0.604,  0.580
